county,school_or_school_district,type,student_cases_new,student_cases_cumulative,staff_cases_new,staff_cases_cumulative
Cuyahoga,Yeshiva Derech Hatorah,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Cuyahoga,Yeshiva Derech Hatorah- S Taylor,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Cuyahoga,Yeshiva High School of Cleveland,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Darke,Ansonia Local,Public District,1,36,1,14
Darke,Arcanum-Butler Local ,Public District,3,62,2,19
Darke,Darke County Board of DD,County Board of Developmental Disabilities,0,0,0,1
Darke,Darke County ESC,Educational Service Center,0,2,0,4
Darke,Decolores Montessori School,Private School,0,7,0,1
Darke,Decolores Montessori School,Preschool,0,1,0,0
Darke,Franklin Monroe Local,Public District,0,25,0,8
Darke,Greenville City ,Public District,0,88,4,51
Darke,Mississinawa Valley Local,Public District,0,17,0,16
Darke,St Mary,Private School,0,2,0,1
Darke,St Mary,Preschool,0,0,0,0
Darke,Tri-Village Local,Public District,4,36,0,9
Darke,Versailles Exempted Village,Public District,0,30,2,19
Darke,Bradford Exempted Village,Public District,0,7,1,11
Defiance,Ayersville Local ,Public District,1,16,0,13
Defiance,Central Local ,Public District,0,18,0,6
Defiance,Defiance City,Public District,9,47,1,29
Defiance,Defiance County Board of DD,County Board of Developmental Disabilities,0,0,0,1
Defiance,Hicksville Exempted Village,Public District,3,24,0,7
Defiance,Holy Cross Catholic School of Defiance,Private School,0,2,0,4
Defiance,Holy Cross Catholic School of Defiance,Preschool,0,0,0,0
Defiance,Northeastern Local,Public District,1,18,0,13
Defiance,St John Lutheran,Private School,0,1,0,0
Defiance,St John Lutheran,Preschool,0,0,0,1
Defiance,St John Lutheran,Before and After School Programs,0,0,0,0
Delaware,Alcott Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,All The Children Of The World Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,All The Children Of The World Academy,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Banah Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Big Walnut Local,Public District,12,84,1,18
Delaware,Buckeye Valley Local,Public District,2,63,0,7
Delaware,Cornerstone Cottage Center,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Delaware Area Career Center,Joint Vocational School District,3,83,1,14
Delaware,Delaware Christian,Private School,0,28,0,4
Delaware,Delaware Christian,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Delaware City,Public District,3,83,5,63
Delaware,Delaware County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Genoa Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Grace Community School,Private School,0,0,0,2
Delaware,Grace Community School,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Heritage Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Hoover Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Meadowlark Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,North Spring Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Olentangy Local,Public District,38,509,15,189
Delaware,P.A.C.E Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Prep Academy Schools,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Prep Academy Schools,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Prep Academy Schools,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,St Mary,Private School,0,8,0,1
Delaware,St Mary,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,St Mary,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,St Scholastica Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,Z Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Crane Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Heath Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Licking,Freedom Preparatory Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Columbiana,Buckeye On-Line School for Success,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Columbiana,East Liverpool City,Public District,No Cases Reported,6,No Cases Reported,1
Columbiana,Kelly's Homeschool,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,All Saints Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Edison Local (formerly Berlin-Milan),Public District,No Cases Reported,37,No Cases Reported,15
Erie,EHOVE Career Center,Joint Vocational School District,No Cases Reported,14,No Cases Reported,6
Erie,Erie County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Firelands Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Firelands Montessori Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Firelands Montessori Academy,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Haugland Learning Center - Sandusky,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Haugland Learning Center - Sandusky,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Huron City Schools,Public District,No Cases Reported,56,No Cases Reported,14
Erie,Kelleys Island Local,Public District,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Margaretta Local,Public District,No Cases Reported,40,No Cases Reported,12
Erie,Monroe Preparatory Academy,Community School,No Cases Reported,3,No Cases Reported,1
Erie,North Point Educational Service Center,Educational Service Center,No Cases Reported,0,No Cases Reported,3
Erie,Perkins Local,Public District,No Cases Reported,74,No Cases Reported,24
Erie,Pope Pius Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,River of Light Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Sandusky Central Catholic School,Private School,No Cases Reported,16,No Cases Reported,7
Erie,Sandusky Central Preschool Campus,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Sandusky Central Preschool Campus,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Sandusky City,Public District,No Cases Reported,32,No Cases Reported,22
Erie,St Mary,Private School,No Cases Reported,2,No Cases Reported,0
Erie,St Mary,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,St Peter,Private School,No Cases Reported,2,No Cases Reported,0
Erie,St Peter,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Erie,Townsend North Community School,Community School,No Cases Reported,0,No Cases Reported,1
Erie,Vermilion Local,Public District,No Cases Reported,46,No Cases Reported,3
Fairfield,Amanda-Clearcreek Local,Public District,No Cases Reported,13,No Cases Reported,11
Fairfield,Berne Union Local,Public District,No Cases Reported,2,No Cases Reported,3
Fairfield,Bloom-Carroll Local,Public District,No Cases Reported,51,No Cases Reported,21
Fairfield,Fairfield Christian Academy,Private School,No Cases Reported,1,No Cases Reported,0
Fairfield,Fairfield Christian Academy,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Fairfield Christian Academy,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Fairfield County Board of DD,County Board of Developmental Disabilities,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Fairfield County ESC,Educational Service Center,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Fairfield Union Local,Public District,No Cases Reported,8,No Cases Reported,9
Fairfield,Haugland Learning Center Lancaster,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Haugland Learning Center Lancaster,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,JEM Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Lancaster City,Public District,No Cases Reported,99,No Cases Reported,81
Fairfield,Liberty Union-Thurston Local,Public District,No Cases Reported,21,No Cases Reported,9
Fairfield,Makarios Austism Center,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,St Bernadette,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,St Bernadette,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,St Mary,Private School,No Cases Reported,2,No Cases Reported,0
Fairfield,St Mary,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,St Mary,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Walnut Township Local,Public District,No Cases Reported,14,No Cases Reported,10
Fairfield,Wm V Fisher Catholic,Private School,No Cases Reported,1,No Cases Reported,0
Fayette,Fayette Christian School,Private School,0,11,0,14
Fayette,Fayette County Board of DD,County Board of Developmental Disabilities,No Cases Reported,0,No Cases Reported,0
Fayette,Miami Trace Local,Public District,13,92,4,52
Fayette,Sacred Heart Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fayette,Washington Court House City,Public District,8,84,0,16
Delaware,Goddard School-Kindergarten,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,St Paul,Private School,2,26,2,7
Delaware,St Paul,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Delaware,St Paul,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Fairfield,Pickerington Local,Public District,28,300,9,112
Franklin,Anchored Hope Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Beautiful Savior Lutheran,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Beautiful Savior Lutheran,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Bexley City,Public District,5,89,2,29
Franklin,Brice Christian Academy,Private School,0,2,0,0
Franklin,Brice Christian Academy,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Canal Winchester Local,Public District,10,98,1,34
Franklin,Central College Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Central College Christian Academy,Preschool,0,1,0,0
Franklin,Columbus Academy,Private School,0,47,0,22
Franklin,Columbus Academy School,Preschool,0,0,0,1
Franklin,Columbus Jewish Day School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Columbus School For Girls,Private School,2,9,0,5
Franklin,Columbus School For Girls,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Dalveld Christian Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Davis Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Dublin City,Public District,67,557,11,187
Franklin,Dublin Prep Academy,Private School,0,1,0,0
Franklin,Dublin Prep Academy,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Dublin Prep Academy,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Eastland-Fairfield Career & Technical Schools,Joint Vocational School District,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Eastwood Seventh-day Adventist Junior Academy,Private School,0,5,0,2
Franklin,Everest High School,Community School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Gahanna Christian Academy,Private School,0,0,0,2
Franklin,Gahanna Christian Academy,Preschool,0,0,0,2
Franklin,Gahanna-Jefferson City,Public District,13,148,5,66
Franklin,GEC School,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Grandview Heights Schools,Public District,8,50,1,22
Franklin,Grove City Christian,Private School,12,41,0,10
Franklin,Groveport Community School,Community School,0,0,0,2
Franklin,Groveport Madison Local,Public District,7,75,4,64
Franklin,Hamilton Local,Public District,3,17,4,22
Franklin,Hawkeye Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Hilliard City,Public District,51,546,9,181
Franklin,Holy Spirit,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Holy Spirit,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Honor Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,INK Preparatory School The,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,J.R. Epic Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Joyland Presch & Kindergarten,Private School,0,1,0,0
Franklin,Liberty Run Elementary,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Little Liberal Arts Music Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Madison Christian,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Madison Christian,Before and After School Programs,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Madison Christian School,Private School,11,13,1,2
Franklin,Marburn Academy,Private School,0,6,0,3
Franklin,Mater Dei Academy,Private School,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,Monsignor Borrelli Parish Center,Preschool,No Cases Reported,No Cases Reported,No Cases Reported,No Cases Reported
Franklin,New Albany-Plain Local,Public District,13,129,4,57
Franklin,Oakstone Academy Middle/High School,Private School,0,1,0,0
Franklin,Our Lady Of Perpetual Help,Private School,0,2,0,0
Franklin,Our Lady Of Perpetual Help,Preschool,0,0,0,1
